XYZ,Image,Device Model,Sex,Age,Blur,Emotion,EXIF Timestamp,Colours,Software Data,Objects,Text,Lon,Face Recog,LAT,Device Make,Software Time,# Faces
"[9.180115, -0.89894295, -2.3290794]",../../p08_2013-12-05/2013-12-05_01.58.48.jpg,ZTE-BLADE,,,145.3934907,,2002:12:08 12:00:00,"['#1d1b1f', '#adbfd9', '#5b4d46', '#fefefe', '#7f838d']",05/12/2013,"[['tv', 90.1344358921051]]","(Gms fom state be returned to the Reser Ortice, Jorcanstown, for reseeech decoreioer and Botist comouses: OF 19 tne hese Whe, Comrene tal Feseereh §8 MAMPOE Hy PREC) “A sey Be Ot WI SSDEMCLED Daag pot CaO CADE 4 em SSURDR “SH CLEDEDY ett Pua! BE FEE Moy Pe8 Pe(Gms §",0,[],0,ZTE,01:58:48,0
"[9.180115, -0.53119355, -2.5197644]",../../p08_2013-12-05/2013-12-05_01.10.18.jpg,ZTE-BLADE,,,19.87359044,,2002:12:08 12:00:00,"['#16151e', '#ebeaf3', '#716670', '#a096aa', '#554e56']",05/12/2013,"[['person', 76.91147923469543], ['person', 89.40454125404358], ['person', 94.23165917396545]]",,0,[],0,ZTE,01:10:18,0
"[9.357179, -1.4301366, -2.3290794]",../../p08_2013-12-05/2013-12-05_02.21.18.jpg,ZTE-BLADE,,,72.19480768,,2002:12:08 12:00:00,"['#110f10', '#9d9aa1', '#6c605e', '#403834', '#fcfcfd']",05/12/2013,[],rsx,0,[],0,ZTE,02:21:18,0
"[7.014479, 0.35412905, -6.66035]",../../p08_2013-12-05/2013-12-05_12.20.20.jpg,ZTE-BLADE,,,42.00735817,,2002:12:08 12:00:00,"['#928484', '#a198a1', '#423c36', '#757378', '#5f5a57']",05/12/2013,[],,0,[],0,ZTE,12:20:20,0
"[8.825985, -0.17706452, -4.3176503]",../../p08_2013-12-05/2013-12-05_12.33.48.jpg,ZTE-BLADE,,,13.28066284,,2002:12:08 12:00:00,"['#24232a', '#324975', '#57677f', '#86959c', '#3f353b']",05/12/2013,[],,0,[],0,ZTE,12:33:48,0
"[6.66035, -0.35412905, -6.2926006]",../../p08_2013-12-05/2013-12-05_01.38.18.jpg,ZTE-BLADE,,,4.843322436,,2002:12:08 12:00:00,"['#413d44', '#fdfefe', '#aebdee', '#72768b', '#8d90ae']",05/12/2013,"[['chair', 83.35387110710144]]",,0,[],0,ZTE,01:38:18,0
"[8.458236, -0.35412905, -5.039529]",../../p08_2013-12-05/2013-12-05_12.53.18.jpg,ZTE-BLADE,['Male'],['25-32'],17.49086571,['Surprise'],2002:12:08 12:00:00,"['#a799a2', '#787074', '#2e2a31', '#615c63', '#f6edec']",05/12/2013,"[['person', 99.5817482471466]]",,0,"[array([-0.05003147, -0.03388003,  0.09896111,  0.04047551, -0.14744899,
       -0.00550756,  0.02438707, -0.01989365,  0.1764567 , -0.14781339,
        0.14947496, -0.03371136, -0.273828  , -0.04528893,  0.01718515,
        0.11386494, -0.02241683, -0.11468688, -0.0831551 , -0.04386308,
        0.10611767,  0.03817881, -0.01844911,  0.04103069, -0.0244633 ,
       -0.3395761 , -0.11420728, -0.0828113 , -0.00147158, -0.04524608,
       -0.00923511,  0.00713907, -0.08780318, -0.06717896,  0.01994716,
        0.14686686, -0.09084626, -0.09205818,  0.20711453, -0.07782791,
       -0.16874367, -0.0435656 ,  0.02187284,  0.20034544,  0.10008998,
        0.06040432,  0.01395168, -0.02863106,  0.13410251, -0.32356608,
        0.12366094,  0.10902632,  0.17504305,  0.0907127 ,  0.16554593,
       -0.18532239,  0.05893791,  0.12759241, -0.25770363,  0.08153596,
        0.01106218, -0.07532259, -0.06699637, -0.0519845 ,  0.17371507,
        0.13600321, -0.06806187, -0.19461636,  0.16413188, -0.25016972,
       -0.03931693,  0.12688321, -0.106911  , -0.18875153, -0.2298198 ,
        0.05877014,  0.42298439,  0.15247419, -0.18132441, -0.02318199,
        0.00458586, -0.00676493,  0.06550971, -0.01702748, -0.02863018,
       -0.01496828, -0.16156913,  0.01441671,  0.13520893, -0.08390146,
       -0.02859001,  0.2238633 ,  0.06038908,  0.0157722 ,  0.06414129,
        0.0243587 , -0.00136894,  0.03824357, -0.13857263,  0.02409231,
        0.16127476, -0.13606453,  0.01336298, -0.02293332, -0.19033116,
        0.14766394, -0.08428856, -0.03158254, -0.00620872, -0.0676981 ,
       -0.27964735,  0.05890156,  0.26692832, -0.28284225,  0.18329951,
        0.13208003, -0.01122109,  0.16276917,  0.01865445,  0.10025878,
        0.01469474, -0.13761652, -0.20294352, -0.09702991,  0.04590692,
       -0.0106636 , -0.01362953,  0.06904739])]",0,ZTE,12:53:18,1
"[7.913422, -1.9749504, -5.2165933]",../../p08_2013-12-05/2013-12-05_02.09.18.jpg,ZTE-BLADE,,,59.18201986,,2002:12:08 12:00:00,"['#3c3f46', '#0d0c0b', '#8397c6', '#1b1a1a', '#c7c7e0']",05/12/2013,[],,0,[],0,ZTE,02:09:18,0
"[7.559293, -0.35412905, -5.938472]",../../p08_2013-12-05/2013-12-05_01.45.18.jpg,ZTE-BLADE,,,91.43292586,,2002:12:08 12:00:00,"['#78717c', '#282525', '#474448', '#9fa3c5', '#e3fdfe']",05/12/2013,[],,0,[],0,ZTE,01:45:18,0
"[9.357179, -0.7082581, -2.3290794]",../../p08_2013-12-05/2013-12-05_01.04.50.jpg,ZTE-BLADE,,,45.07380879,,2002:12:08 12:00:00,"['#554b4e', '#19161c', '#71686c', '#a3949b', '#ece7eb']",05/12/2013,"[['bottle', 86.79829239845276], ['person', 89.72302675247192], ['person', 94.19694542884827]]",,0,[],0,ZTE,01:04:50,0
"[9.00305, -0.17706452, -4.4947147]",../../p08_2013-12-05/2013-12-05_12.24.51.jpg,ZTE-BLADE,,,10.4753917,,2002:12:08 12:00:00,"['#6a7383', '#c6dbf6', '#3e3b34', '#8794b6', '#53545b']",05/12/2013,[],,0,[],0,ZTE,12:24:51,0
"[9.357179, -1.0760075, -2.5197644]",../../p08_2013-12-05/2013-12-05_02.22.48.jpg,ZTE-BLADE,,,13.58974869,,2002:12:08 12:00:00,"['#8c99b1', '#b8c1e3', '#161313', '#4d3524', '#67605f']",05/12/2013,"[['laptop', 80.38639426231384]]",,0,[],0,ZTE,02:22:48,0
"[9.180115, -1.0760075, -2.5197644]",../../p08_2013-12-05/2013-12-05_02.31.20.jpg,ZTE-BLADE,,,16.7908821,,2002:12:08 12:00:00,"['#0f0c0e', '#5f606b', '#2e2220', '#98949f', '#c4b8c8']",05/12/2013,"[['tv', 95.14790177345276]]",AW ah Why Ce orLar Ios poe wp0 OM aha Winky ter $e ta,-5.88082647,[],54.68943317,ZTE,02:31:20,0
"[9.180115, -0.53119355, -2.6968288]",../../p08_2013-12-05/2013-12-05_01.28.21.jpg,ZTE-BLADE,,,11.01794142,,2002:12:08 12:00:00,"['#49363d', '#6c676e', '#a799a7', '#131319', '#eaebf1']",05/12/2013,"[['bottle', 96.82963490486145], ['person', 96.88743352890015], ['person', 82.21017718315125]]",,0,[],0,ZTE,01:28:21,0
"[8.458236, 0.7082581, -4.3176503]",../../p08_2013-12-05/2013-12-05_12.30.18.jpg,ZTE-BLADE,,,5.564347847,,2002:12:08 12:00:00,"['#12130b', '#6c714e', '#fbf8f3', '#363a34', '#a69b87']",05/12/2013,[],,0,[],0,ZTE,12:30:18,0
"[9.180115, -0.35412905, -2.3290794]",../../p08_2013-12-05/2013-12-05_12.16.20.jpg,ZTE-BLADE,,,4.6926554,,2002:12:08 12:00:00,"['#918a8f', '#736466', '#4d3b42', '#b3a4aa', '#11111a']",05/12/2013,"[['person', 88.6267900466919]]",,0,[],0,ZTE,12:16:20,0
"[9.180115, -0.7082581, -2.5197644]",../../p08_2013-12-05/2013-12-05_01.00.20.jpg,ZTE-BLADE,,,11.94571365,,2002:12:08 12:00:00,"['#111317', '#484044', '#aba1ae', '#faf3ef', '#7a7173']",05/12/2013,"[['bottle', 87.50766515731812], ['person', 87.61370182037354]]",,0,[],0,ZTE,01:00:20,0
"[8.281172, -0.0, -4.671779]",../../p08_2013-12-05/2013-12-05_01.13.48.jpg,ZTE-BLADE,,,8.549877164,,2002:12:08 12:00:00,"['#18171d', '#777278', '#403237', '#d1d0db', '#5f585d']",05/12/2013,"[['bottle', 80.96808791160583], ['person', 79.13561463356018]]",Se,0,[],0,ZTE,01:13:48,0
"[8.825985, -1.9749504, -3.5957718]",../../p08_2013-12-05/2013-12-05_02.17.18.jpg,ZTE-BLADE,,,76.99362182,,2002:12:08 12:00:00,"['#dddce7', '#3f3a4f', '#fcfdfe', '#cbbbbb', '#9d8184']",05/12/2013,"[['person', 82.09580183029175]]",,0,[],0,ZTE,02:17:18,0
"[6.66035, 0.35412905, -6.8374147]",../../p08_2013-12-05/2013-12-05_12.21.49.jpg,ZTE-BLADE,,,12.84814452,,2002:12:08 12:00:00,"['#463d38', '#9c8b8c', '#7f797f', '#a99eaa', '#605f5f']",05/12/2013,[],,0,[],0,ZTE,12:21:49,0
"[9.357179, -0.53119355, -2.5197644]",../../p08_2013-12-05/2013-12-05_12.41.18.jpg,ZTE-BLADE,['Male'],['38-43'],12.19247746,['Fear'],2002:12:08 12:00:00,"['#5f5252', '#a7929c', '#2d2426', '#fbf5f0', '#7c6b70']",05/12/2013,"[['person', 98.46627712249756], ['person', 78.43943238258362]]",,0,"[array([-0.01937258,  0.0829731 ,  0.11764409,  0.04362961, -0.14203621,
        0.03296741,  0.00198964, -0.0446048 ,  0.05677275, -0.01262951,
        0.16431914, -0.10930067, -0.32523492, -0.0420682 , -0.01880373,
        0.13071895, -0.06744707, -0.16663197, -0.04553252, -0.01733207,
        0.091116  ,  0.08741109, -0.03758943,  0.07905246, -0.08290651,
       -0.35530582, -0.04527939, -0.09707983, -0.00603025, -0.07469201,
       -0.08842828,  0.03645805, -0.15040404, -0.07183014,  0.04023036,
        0.09364347, -0.05145039, -0.08316915,  0.20524511,  0.03193787,
       -0.15157019,  0.03003632,  0.05287233,  0.2967543 ,  0.15442911,
        0.04656587,  0.01631537,  0.02534453,  0.09356454, -0.36606964,
        0.11272617,  0.13646044,  0.17495051,  0.14943658,  0.09541894,
       -0.19549221,  0.00503185,  0.08434321, -0.20467733,  0.09969107,
        0.00917499, -0.06506674,  0.03164254, -0.0760767 ,  0.213056  ,
        0.06688327, -0.05986745, -0.12829496,  0.06109657, -0.19383663,
       -0.12064403,  0.07225554, -0.10050569, -0.10471924, -0.29845893,
        0.10254684,  0.37541315,  0.15176947, -0.26034141, -0.00728506,
       -0.0130041 ,  0.01711289,  0.09083439, -0.04429741, -0.01068884,
        0.01217393, -0.15433355,  0.01008441,  0.1963814 , -0.08011243,
       -0.04503259,  0.25826451,  0.02856036,  0.05950034,  0.11120367,
        0.05807319,  0.00784711,  0.01218281, -0.11979029,  0.04949886,
        0.0844921 , -0.10771074,  0.01605575,  0.03723127, -0.22800261,
        0.1098896 , -0.04920647, -0.02215974, -0.03236448, -0.0259144 ,
       -0.2403661 ,  0.04977165,  0.22021638, -0.33433908,  0.21861084,
        0.15901548, -0.03126127,  0.10606261,  0.02586295,  0.01108975,
       -0.00852008, -0.09896316, -0.11917506, -0.14272198,  0.13702787,
        0.01192187, -0.0054392 ,  0.08167443])]",0,ZTE,12:41:18,1
"[6.4832854, -0.17706452, -7.1915436]",../../p08_2013-12-05/2013-12-05_12.14.19.jpg,ZTE-BLADE,,,54.7216377,,2002:12:08 12:00:00,"['#b2a9b0', '#737378', '#9b8d8b', '#605b56', '#434039']",05/12/2013,[],,0,[],0,ZTE,12:14:19,0
"[10.256122, -1.0760075, -5.570722]",../../p08_2013-12-05/2013-12-05_01.34.18.jpg,ZTE-BLADE,,,5.055653889,,2002:12:08 12:00:00,"['#afa090', '#fefcf8', '#696361', '#36363a', '#1c1d24']",05/12/2013,[],,0,[],0,ZTE,01:34:18,0
"[9.180115, -1.0760075, -2.6968288]",../../p08_2013-12-05/2013-12-05_02.30.48.jpg,ZTE-BLADE,,,202.7142026,,2002:12:08 12:00:00,"['#110d0e', '#ada4ad', '#6f6b73', '#dbcad8', '#35211d']",05/12/2013,"[['tv', 90.83455204963684]]","Notes & Questions Soed words Inst para: “An observation is made that around mor aspects per sontonca... How to prepare training data 2 Determining Aspocts and Sentiment 3. Combine top modeling sontiment analysia Se2sment criteria Examination of the Thesis 9:1. fro0 plagarisod material 33 a stract accurately describes tho o: “comes roscarch Cloarly identifiod ‘nd axtonta whi 3.5 contaxt rosoarch well dev vloped throu 3.4 ams ch they have boon met ciscu: = 19h referonces 3.6 volume offo d original work “dence appropriato Presented in oi 3.10 domonst mothod, 3.9 Resuts llogios used uitablo formats ntoligiblo an rato critical undorstaneting outcomes 3.11 us0 roforonce materials appr ar 3.12 overal prosontat 3.13 research ropros #8 practical intetectusy Achiovoy Ment Assessment Candidate's oral performance 4.1 satisfod thes, candidato's own Before Paragraph, After > bullets Lists (ranPOW A1D20L09 pun 9; FOWwWODINO O44 J0 By SnonSiquscun 0196. Udei6ee4 soy Aduibeied sojeq | ie _80n] 0809 eyjsoddo O19 Loddine oF posn eww. 1901 41 Hoddna eaave./a1 Guxpocaid on op 19 + Ronson fu osciep w 0 Xoz punam reun ope 4 ®AOM pos, u0ReeND ¥ eojoNy S2UbULOLOd jt10 5 Se@PIpUPD O41 10 owsso ©5n ibe SnonS:quscun pum o} U9 OFDHISUOWOp Oy g OUD, S12poxdde Ho Croan Podoarop rom yamosa, jo 01009 gg PMO} LODO pu peynuopy Aco HRIDID1 O11 EoLLEOIN0 ox CoguD.ED AviaNI20 oRSG EE }ouDon8 puv ojeinso Ndei6eieg ma ee vores posveGed 004 4p FOUL O47 Jo LogouReg 9 OURAN gE S00UMKD}01 x NORD JOU Uo9q oAEY fod S008) sn» sina « Posar SwE pp AdeiBtie4 aiojeq y0}109 juowssos: BAe Wexin408 CumopoU oc ouquicD “p Wounvos sirodey Buus suswudiry NO) 15 seize Ohm +) ""20U0IU0 Jed ey2odou acu meso feu YetIeP.W %403 Punam ye pew Leeroy We wed jeuy ‘9d AGM poos eojoNNotes candidate's ©F €o preceding references support It, looka case. blo unambiguous Correctly cite 2-) Go) Character sytes (one Align Paragraph Bullets",-5.88082647,[],54.68943317,ZTE,02:30:48,0
"[6.8374147, -0.53119355, -6.4832854]",../../p08_2013-12-05/2013-12-05_12.22.18.jpg,ZTE-BLADE,,,35.71698537,,2002:12:08 12:00:00,"['#747584', '#9990a1', '#645f60', '#908081', '#463f41']",05/12/2013,[],,0,[],0,ZTE,12:22:18,0
"[8.825985, -0.53119355, -2.5197644]",../../p08_2013-12-05/2013-12-05_12.17.48.jpg,ZTE-BLADE,,,36.01737954,,2002:12:08 12:00:00,"['#d6d3da', '#525482', '#3a3555', '#18161e', '#b09c99']",05/12/2013,[],,0,[],0,ZTE,12:17:48,0
"[7.559293, -0.35412905, -6.2926006]",../../p08_2013-12-05/2013-12-05_01.49.18.jpg,ZTE-BLADE,,,46.04867677,,2002:12:08 12:00:00,"['#7a7979', '#9c97a0', '#655c57', '#b9caec', '#2f2c2b']",05/12/2013,[],,0,[],0,ZTE,01:49:18,0
"[7.559293, -0.89894295, -6.115536]",../../p08_2013-12-05/2013-12-05_02.05.18.jpg,ZTE-BLADE,,,50.94252642,,2002:12:08 12:00:00,"['#161515', '#cfdcfe', '#606072', '#373134', '#97abe9']",05/12/2013,[],,0,[],0,ZTE,02:05:18,0
"[9.180115, 0.17706452, -2.8738933]",../../p08_2013-12-05/2013-12-05_01.01.48.jpg,ZTE-BLADE,['Female'],['25-32'],16.41502247,['Fear'],2002:12:08 12:00:00,"['#605552', '#f7ece6', '#786c69', '#111014', '#a19599']",05/12/2013,"[['person', 97.94977903366089]]",,0,"[array([-1.27311662e-01,  3.83272767e-02,  5.78146949e-02, -3.21545079e-03,
       -1.38481200e-01,  5.28310286e-03, -3.66386957e-03, -9.44491327e-02,
        2.04049587e-01, -8.05005431e-02,  2.21310049e-01, -2.51424760e-02,
       -2.46936560e-01, -7.25433677e-02, -2.56918743e-03,  1.30068883e-01,
       -1.46149158e-01, -8.68327916e-02, -1.26434058e-01, -7.45755583e-02,
        5.05799726e-02,  2.61529014e-02,  5.51321693e-02,  3.83656770e-02,
       -1.27862543e-01, -3.50069910e-01, -1.01859562e-01, -1.30031899e-01,
        1.33353934e-01, -4.10333723e-02, -2.07979940e-02, -3.44365835e-05,
       -1.44521058e-01, -8.03347230e-02,  3.72749865e-02,  1.03226356e-01,
       -1.52479336e-01, -8.71016607e-02,  2.43774176e-01, -2.13281289e-02,
       -2.22112209e-01, -6.81124330e-02,  4.97435033e-02,  2.56530821e-01,
        1.89596191e-01,  3.12272869e-02,  2.68369634e-02, -6.17316887e-02,
        1.71625942e-01, -2.50720233e-01,  1.28960088e-01,  1.36760503e-01,
        2.37937450e-01,  1.03782743e-01,  1.41504094e-01, -1.65131480e-01,
        2.73981951e-02,  1.78365752e-01, -2.73523003e-01,  8.37356821e-02,
        6.51523843e-02, -6.05639294e-02, -7.26846457e-02, -6.91540986e-02,
        1.67945862e-01,  1.44127488e-01, -1.12610228e-01, -1.72546297e-01,
        2.17808425e-01, -2.03813463e-01,  8.02122056e-04,  1.85551852e-01,
       -1.14716582e-01, -2.26056427e-01, -2.90050834e-01, -2.20911112e-02,
        4.28640306e-01,  1.67418003e-01, -1.46996498e-01, -9.73662436e-02,
       -2.75313668e-02, -4.81336080e-02,  2.18613502e-02,  6.98900521e-02,
       -1.02936655e-01,  1.33246183e-02, -8.09480399e-02,  1.37240104e-02,
        1.36231020e-01, -5.98881766e-02, -3.02873850e-02,  2.74396569e-01,
        8.33611488e-02, -1.28987059e-02,  1.59368701e-02,  3.69713381e-02,
       -7.35913143e-02, -2.96041593e-02, -1.19892552e-01, -4.50613946e-02,
        6.49877936e-02, -1.10093772e-01,  5.38348518e-02,  1.27971135e-02,
       -1.91936091e-01,  2.13054106e-01,  1.17451586e-02,  1.88620370e-02,
       -8.76397267e-03, -7.82948956e-02, -1.53219283e-01,  1.08650811e-02,
        2.42592022e-01, -2.94657886e-01,  1.59379870e-01,  1.65365726e-01,
        5.09736761e-02,  1.44553483e-01,  2.47753710e-02,  4.21110094e-02,
       -1.30821150e-02, -1.03140324e-01, -1.75027460e-01, -5.58691919e-02,
        1.52532943e-02, -9.12422985e-02,  2.62849219e-02,  5.10995574e-02])]",0,ZTE,01:01:48,1
"[9.180115, -0.35412905, -2.3290794]",../../p08_2013-12-05/2013-12-05_12.47.47.jpg,ZTE-BLADE,,,11.31113938,,2002:12:08 12:00:00,"['#645555', '#2b2425', '#f7ebea', '#a59096', '#7c6b6a']",05/12/2013,"[['person', 98.89416098594666]]",,0,[],0,ZTE,12:47:47,0
